주문번호,주문일,주문시간,요일,채널,인원수,SKU,카테고리,메뉴명,수량,단가,합계,원가합계,주문총액,주문원가합계,앱수수료,PG수수료,광고수수료,사장배달비분담,정산순매출
BM-260301-0006,2026-03-01,18:43,일,배민,1,S007,식사,보쌈 (소),1,33000,33000,11000,38500,12200,2618,1040,1925,3500,29417
BM-260301-0006,2026-03-01,18:43,일,배민,1,B004,음료,식혜,1,5500,5500,1200,38500,12200,2618,1040,1925,3500,29417
BM-260301-0007,2026-03-01,12:56,일,배민,2,S005,식사,간장게장 정식,1,33000,33000,14000,33000,14000,2244,891,1650,3500,24715
BM-260303-0008,2026-03-03,12:53,화,배민,2,S005,식사,간장게장 정식,1,33000,33000,14000,33000,14000,2244,891,1650,3500,24715
CE-260303-0010,2026-03-03,11:37,화,쿠팡이츠,2,S002,식사,한우육개장,1,22000,22000,8200,45500,13200,4459,1228,0,3500,36313
CE-260303-0010,2026-03-03,11:37,화,쿠팡이츠,2,D003,사이드,감자전,1,14500,14500,3200,45500,13200,4459,1228,0,3500,36313
CE-260303-0010,2026-03-03,11:37,화,쿠팡이츠,2,B001,음료,사이다,2,4500,9000,1800,45500,13200,4459,1228,0,3500,36313
CE-260303-0011,2026-03-03,19:39,화,쿠팡이츠,2,S001,식사,갈비탕,1,20000,20000,7800,29500,10200,2891,796,0,3500,22313
CE-260303-0011,2026-03-03,19:39,화,쿠팡이츠,2,D006,사이드,계란말이,1,9500,9500,2400,29500,10200,2891,796,0,3500,22313
CE-260303-0012,2026-03-03,19:41,화,쿠팡이츠,1,S003,식사,묵은지등갈비찜 (소),1,39000,39000,12500,47500,14300,4655,1282,0,3500,38063
CE-260303-0012,2026-03-03,19:41,화,쿠팡이츠,1,A007,주류,막걸리 (병),1,8500,8500,1800,47500,14300,4655,1282,0,3500,38063
BM-260303-0009,2026-03-03,21:02,화,배민,4,S007,식사,보쌈 (소),1,33000,33000,11000,55000,19200,3740,1485,2750,3500,43525
BM-260303-0009,2026-03-03,21:02,화,배민,4,S002,식사,한우육개장,1,22000,22000,8200,55000,19200,3740,1485,2750,3500,43525
BM-260303-0010,2026-03-03,12:04,화,배민,1,S007,식사,보쌈 (소),1,33000,33000,11000,33000,11000,2244,891,1650,3500,24715
CE-260303-0013,2026-03-03,14:14,화,쿠팡이츠,2,S010,식사,들기름 막국수,1,13500,13500,4200,13500,4200,1323,364,0,3500,8313
BM-260303-0011,2026-03-03,20:03,화,배민,2,S003,식사,묵은지등갈비찜 (소),1,39000,39000,12500,48000,14300,3264,1296,2400,3500,37540
BM-260303-0011,2026-03-03,20:03,화,배민,2,B002,음료,콜라,2,4500,9000,1800,48000,14300,3264,1296,2400,3500,37540
CE-260303-0014,2026-03-03,18:18,화,쿠팡이츠,2,S003,식사,묵은지등갈비찜 (소),1,39000,39000,12500,39000,12500,3822,1053,0,3500,30625
BM-260303-0012,2026-03-03,19:19,화,배민,1,S003,식사,묵은지등갈비찜 (소),1,39000,39000,12500,44500,13700,3026,1202,2225,3500,34547
BM-260303-0012,2026-03-03,19:19,화,배민,1,B004,음료,식혜,1,5500,5500,1200,44500,13700,3026,1202,2225,3500,34547
BM-260303-0013,2026-03-03,18:47,화,배민,4,S004,식사,묵은지등갈비찜 (대),1,59000,59000,21000,59000,21000,4012,1593,2950,3500,46945
BM-260303-0014,2026-03-03,19:07,화,배민,1,S012,식사,전복죽,1,18500,18500,6800,33000,10000,2244,891,1650,3500,24715
BM-260303-0014,2026-03-03,19:07,화,배민,1,D003,사이드,감자전,1,14500,14500,3200,33000,10000,2244,891,1650,3500,24715
BM-260303-0015,2026-03-03,11:46,화,배민,1,S010,식사,들기름 막국수,1,13500,13500,4200,23000,6600,1564,621,1150,3500,16165
BM-260303-0015,2026-03-03,11:46,화,배민,1,D006,사이드,계란말이,1,9500,9500,2400,23000,6600,1564,621,1150,3500,16165
CE-260303-0015,2026-03-03,18:52,화,쿠팡이츠,2,S001,식사,갈비탕,1,20000,20000,7800,20000,7800,1960,540,0,3500,14000
BM-260303-0016,2026-03-03,19:39,화,배민,2,S009,식사,한우 육회비빔밥,1,23000,23000,10500,40500,15000,2754,1094,2025,3500,31127
BM-260303-0016,2026-03-03,19:39,화,배민,2,D004,사이드,해물파전,1,17500,17500,4500,40500,15000,2754,1094,2025,3500,31127
CE-260303-0016,2026-03-03,19:23,화,쿠팡이츠,1,S009,식사,한우 육회비빔밥,1,23000,23000,10500,34500,13300,3381,932,0,3500,26687
CE-260303-0016,2026-03-03,19:23,화,쿠팡이츠,1,D007,사이드,도토리묵,1,11500,11500,2800,34500,13300,3381,932,0,3500,26687
BM-260303-0017,2026-03-03,17:09,화,배민,2,S002,식사,한우육개장,1,22000,22000,8200,36500,11400,2482,986,1825,3500,27707
BM-260303-0017,2026-03-03,17:09,화,배민,2,D003,사이드,감자전,1,14500,14500,3200,36500,11400,2482,986,1825,3500,27707
CE-260303-0017,2026-03-03,11:00,화,쿠팡이츠,2,S010,식사,들기름 막국수,1,13500,13500,4200,36000,9400,3528,972,0,3500,28000
CE-260303-0017,2026-03-03,11:00,화,쿠팡이츠,2,D007,사이드,도토리묵,1,11500,11500,2800,36000,9400,3528,972,0,3500,28000
CE-260303-0017,2026-03-03,11:00,화,쿠팡이츠,2,B004,음료,식혜,2,5500,11000,2400,36000,9400,3528,972,0,3500,28000
BM-260303-0018,2026-03-03,17:35,화,배민,2,S002,식사,한우육개장,1,22000,22000,8200,42000,12800,2856,1134,2100,3500,32410
BM-260303-0018,2026-03-03,17:35,화,배민,2,D007,사이드,도토리묵,1,11500,11500,2800,42000,12800,2856,1134,2100,3500,32410
BM-260303-0018,2026-03-03,17:35,화,배민,2,A007,주류,막걸리 (병),1,8500,8500,1800,42000,12800,2856,1134,2100,3500,32410
BM-260303-0019,2026-03-03,13:52,화,배민,4,S004,식사,묵은지등갈비찜 (대),1,59000,59000,21000,90500,28200,6154,2444,4525,3500,73877
BM-260303-0019,2026-03-03,13:52,화,배민,4,D006,사이드,계란말이,1,9500,9500,2400,90500,28200,6154,2444,4525,3500,73877
BM-260303-0019,2026-03-03,13:52,화,배민,4,B004,음료,식혜,4,5500,22000,4800,90500,28200,6154,2444,4525,3500,73877
BM-260303-0020,2026-03-03,15:26,화,배민,3,S002,식사,한우육개장,1,22000,22000,8200,22000,8200,1496,594,1100,3500,15310
CE-260303-0018,2026-03-03,12:16,화,쿠팡이츠,4,S002,식사,한우육개장,1,22000,22000,8200,30500,10000,2989,824,0,3500,23187
CE-260303-0018,2026-03-03,12:16,화,쿠팡이츠,4,A007,주류,막걸리 (병),1,8500,8500,1800,30500,10000,2989,824,0,3500,23187
BM-260303-0021,2026-03-03,11:21,화,배민,3,S012,식사,전복죽,1,18500,18500,6800,36000,11300,2448,972,1800,3500,27280
BM-260303-0021,2026-03-03,11:21,화,배민,3,D004,사이드,해물파전,1,17500,17500,4500,36000,11300,2448,972,1800,3500,27280
CE-260303-0019,2026-03-03,13:23,화,쿠팡이츠,1,S010,식사,들기름 막국수,1,13500,13500,4200,19000,5400,1862,513,0,3500,13125
CE-260303-0019,2026-03-03,13:23,화,쿠팡이츠,1,B004,음료,식혜,1,5500,5500,1200,19000,5400,1862,513,0,3500,13125
CE-260303-0020,2026-03-03,20:12,화,쿠팡이츠,1,S007,식사,보쌈 (소),1,33000,33000,11000,51000,15200,4998,1377,0,3500,41125
CE-260303-0020,2026-03-03,20:12,화,쿠팡이츠,1,D006,사이드,계란말이,1,9500,9500,2400,51000,15200,4998,1377,0,3500,41125
CE-260303-0020,2026-03-03,20:12,화,쿠팡이츠,1,A007,주류,막걸리 (병),1,8500,8500,1800,51000,15200,4998,1377,0,3500,41125
BM-260303-0022,2026-03-03,18:40,화,배민,4,S007,식사,보쌈 (소),1,33000,33000,11000,50500,15500,3434,1364,2525,3500,39677
BM-260303-0022,2026-03-03,18:40,화,배민,4,D004,사이드,해물파전,1,17500,17500,4500,50500,15500,3434,1364,2525,3500,39677
CE-260303-0021,2026-03-03,11:15,화,쿠팡이츠,3,S004,식사,묵은지등갈비찜 (대),1,59000,59000,21000,102500,33200,10045,2768,0,3500,86187
CE-260303-0021,2026-03-03,11:15,화,쿠팡이츠,3,S012,식사,전복죽,1,18500,18500,6800,102500,33200,10045,2768,0,3500,86187
CE-260303-0021,2026-03-03,11:15,화,쿠팡이츠,3,B003,음료,수정과,3,5500,16500,3600,102500,33200,10045,2768,0,3500,86187
CE-260303-0021,2026-03-03,11:15,화,쿠팡이츠,3,A007,주류,막걸리 (병),1,8500,8500,1800,102500,33200,10045,2768,0,3500,86187
BM-260304-0023,2026-03-04,21:29,수,배민,2,S012,식사,전복죽,1,18500,18500,6800,28000,9200,1904,756,1400,3500,20440
BM-260304-0023,2026-03-04,21:29,수,배민,2,D006,사이드,계란말이,1,9500,9500,2400,28000,9200,1904,756,1400,3500,20440
CE-260304-0022,2026-03-04,20:27,수,쿠팡이츠,4,S003,식사,묵은지등갈비찜 (소),1,39000,39000,12500,78500,25200,7693,2120,0,3500,65187
CE-260304-0022,2026-03-04,20:27,수,쿠팡이츠,4,S002,식사,한우육개장,1,22000,22000,8200,78500,25200,7693,2120,0,3500,65187
CE-260304-0022,2026-03-04,20:27,수,쿠팡이츠,4,D004,사이드,해물파전,1,17500,17500,4500,78500,25200,7693,2120,0,3500,65187
BM-260304-0024,2026-03-04,18:20,수,배민,3,S008,식사,보쌈 (대),1,53000,53000,19500,67500,22700,4590,1822,3375,3500,54213
BM-260304-0024,2026-03-04,18:20,수,배민,3,D003,사이드,감자전,1,14500,14500,3200,67500,22700,4590,1822,3375,3500,54213
BM-260304-0025,2026-03-04,21:01,수,배민,2,S003,식사,묵은지등갈비찜 (소),1,39000,39000,12500,53500,15700,3638,1444,2675,3500,42243
BM-260304-0025,2026-03-04,21:01,수,배민,2,D003,사이드,감자전,1,14500,14500,3200,53500,15700,3638,1444,2675,3500,42243
CE-260304-0023,2026-03-04,16:33,수,쿠팡이츠,2,S005,식사,간장게장 정식,1,33000,33000,14000,44500,16800,4361,1202,0,3500,35437
CE-260304-0023,2026-03-04,16:33,수,쿠팡이츠,2,D007,사이드,도토리묵,1,11500,11500,2800,44500,16800,4361,1202,0,3500,35437
BM-260304-0026,2026-03-04,19:47,수,배민,1,S010,식사,들기름 막국수,1,13500,13500,4200,13500,4200,918,364,675,3500,8043
CE-260304-0024,2026-03-04,11:50,수,쿠팡이츠,1,S010,식사,들기름 막국수,1,13500,13500,4200,19000,5400,1862,513,0,3500,13125
CE-260304-0024,2026-03-04,11:50,수,쿠팡이츠,1,B004,음료,식혜,1,5500,5500,1200,19000,5400,1862,513,0,3500,13125
BM-260304-0027,2026-03-04,12:53,수,배민,2,S003,식사,묵은지등갈비찜 (소),1,39000,39000,12500,39000,12500,2652,1053,1950,3500,29845
CE-260304-0025,2026-03-04,19:18,수,쿠팡이츠,4,S007,식사,보쌈 (소),1,33000,33000,11000,56000,21500,5488,1512,0,3500,45500
CE-260304-0025,2026-03-04,19:18,수,쿠팡이츠,4,S009,식사,한우 육회비빔밥,1,23000,23000,10500,56000,21500,5488,1512,0,3500,45500
CE-260304-0026,2026-03-04,14:02,수,쿠팡이츠,4,S002,식사,한우육개장,1,22000,22000,8200,49500,14200,4851,1336,0,3500,39813
CE-260304-0026,2026-03-04,14:02,수,쿠팡이츠,4,D006,사이드,계란말이,1,9500,9500,2400,49500,14200,4851,1336,0,3500,39813
CE-260304-0026,2026-03-04,14:02,수,쿠팡이츠,4,B001,음료,사이다,4,4500,18000,3600,49500,14200,4851,1336,0,3500,39813
CE-260304-0027,2026-03-04,19:14,수,쿠팡이츠,2,S005,식사,간장게장 정식,1,33000,33000,14000,61500,20900,6027,1660,0,3500,50313
CE-260304-0027,2026-03-04,19:14,수,쿠팡이츠,2,D004,사이드,해물파전,1,17500,17500,4500,61500,20900,6027,1660,0,3500,50313
CE-260304-0027,2026-03-04,19:14,수,쿠팡이츠,2,B004,음료,식혜,2,5500,11000,2400,61500,20900,6027,1660,0,3500,50313
BM-260304-0028,2026-03-04,13:58,수,배민,1,S009,식사,한우 육회비빔밥,1,23000,23000,10500,23000,10500,1564,621,1150,3500,16165
BM-260304-0029,2026-03-04,17:46,수,배민,3,S010,식사,들기름 막국수,1,13500,13500,4200,46500,18200,3162,1256,2325,3500,36257
BM-260304-0029,2026-03-04,17:46,수,배민,3,S005,식사,간장게장 정식,1,33000,33000,14000,46500,18200,3162,1256,2325,3500,36257
BM-260304-0030,2026-03-04,12:55,수,배민,1,S009,식사,한우 육회비빔밥,1,23000,23000,10500,23000,10500,1564,621,1150,3500,16165
CE-260304-0028,2026-03-04,12:27,수,쿠팡이츠,1,S002,식사,한우육개장,1,22000,22000,8200,36500,11400,3577,986,0,3500,28437
CE-260304-0028,2026-03-04,12:27,수,쿠팡이츠,1,D003,사이드,감자전,1,14500,14500,3200,36500,11400,3577,986,0,3500,28437
CE-260304-0029,2026-03-04,18:51,수,쿠팡이츠,2,S002,식사,한우육개장,1,22000,22000,8200,22000,8200,2156,594,0,3500,15750
CE-260304-0030,2026-03-04,15:32,수,쿠팡이츠,1,S005,식사,간장게장 정식,1,33000,33000,14000,52000,18100,5096,1404,0,3500,42000
CE-260304-0030,2026-03-04,15:32,수,쿠팡이츠,1,D003,사이드,감자전,1,14500,14500,3200,52000,18100,5096,1404,0,3500,42000
CE-260304-0030,2026-03-04,15:32,수,쿠팡이츠,1,B001,음료,사이다,1,4500,4500,900,52000,18100,5096,1404,0,3500,42000
BM-260304-0031,2026-03-04,19:56,수,배민,3,S010,식사,들기름 막국수,1,13500,13500,4200,66500,23700,4522,1796,3325,3500,53357
BM-260304-0031,2026-03-04,19:56,수,배민,3,S008,식사,보쌈 (대),1,53000,53000,19500,66500,23700,4522,1796,3325,3500,53357
BM-260304-0032,2026-03-04,20:53,수,배민,2,S003,식사,묵은지등갈비찜 (소),1,39000,39000,12500,50000,14900,3400,1350,2500,3500,39250
BM-260304-0032,2026-03-04,20:53,수,배민,2,B004,음료,식혜,2,5500,11000,2400,50000,14900,3400,1350,2500,3500,39250
BM-260304-0033,2026-03-04,14:27,수,배민,1,S002,식사,한우육개장,1,22000,22000,8200,27500,9400,1870,742,1375,3500,20013
BM-260304-0033,2026-03-04,14:27,수,배민,1,B003,음료,수정과,1,5500,5500,1200,27500,9400,1870,742,1375,3500,20013
CE-260304-0031,2026-03-04,18:48,수,쿠팡이츠,3,S012,식사,전복죽,1,18500,18500,6800,35000,10400,3430,945,0,3500,27125
CE-260304-0031,2026-03-04,18:48,수,쿠팡이츠,3,B003,음료,수정과,3,5500,16500,3600,35000,10400,3430,945,0,3500,27125
BM-260304-0034,2026-03-04,13:21,수,배민,2,S009,식사,한우 육회비빔밥,1,23000,23000,10500,34500,13300,2346,932,1725,3500,25997
BM-260304-0034,2026-03-04,13:21,수,배민,2,D007,사이드,도토리묵,1,11500,11500,2800,34500,13300,2346,932,1725,3500,25997
CE-260304-0032,2026-03-04,12:08,수,쿠팡이츠,4,S008,식사,보쌈 (대),1,53000,53000,19500,89000,30800,8722,2403,0,3500,74375
CE-260304-0032,2026-03-04,12:08,수,쿠팡이츠,4,S012,식사,전복죽,1,18500,18500,6800,89000,30800,8722,2403,0,3500,74375
CE-260304-0032,2026-03-04,12:08,수,쿠팡이츠,4,D004,사이드,해물파전,1,17500,17500,4500,89000,30800,8722,2403,0,3500,74375
BM-260304-0035,2026-03-04,20:50,수,배민,2,S001,식사,갈비탕,1,20000,20000,7800,40500,12400,2754,1094,2025,3500,31127
BM-260304-0035,2026-03-04,20:50,수,배민,2,D007,사이드,도토리묵,1,11500,11500,2800,40500,12400,2754,1094,2025,3500,31127
BM-260304-0035,2026-03-04,20:50,수,배민,2,B001,음료,사이다,2,4500,9000,1800,40500,12400,2754,1094,2025,3500,31127
BM-260304-0036,2026-03-04,20:38,수,배민,1,S003,식사,묵은지등갈비찜 (소),1,39000,39000,12500,54000,16100,3672,1458,2700,3500,42670
BM-260304-0036,2026-03-04,20:38,수,배민,1,D006,사이드,계란말이,1,9500,9500,2400,54000,16100,3672,1458,2700,3500,42670
BM-260304-0036,2026-03-04,20:38,수,배민,1,B003,음료,수정과,1,5500,5500,1200,54000,16100,3672,1458,2700,3500,42670
BM-260304-0037,2026-03-04,20:38,수,배민,1,S005,식사,간장게장 정식,1,33000,33000,14000,42500,16400,2890,1148,2125,3500,32837
BM-260304-0037,2026-03-04,20:38,수,배민,1,D006,사이드,계란말이,1,9500,9500,2400,42500,16400,2890,1148,2125,3500,32837
CE-260304-0033,2026-03-04,18:22,수,쿠팡이츠,4,S010,식사,들기름 막국수,1,13500,13500,4200,53000,13500,5194,1431,0,3500,42875
CE-260304-0033,2026-03-04,18:22,수,쿠팡이츠,4,D004,사이드,해물파전,1,17500,17500,4500,53000,13500,5194,1431,0,3500,42875
CE-260304-0033,2026-03-04,18:22,수,쿠팡이츠,4,B003,음료,수정과,4,5500,22000,4800,53000,13500,5194,1431,0,3500,42875
BM-260304-0038,2026-03-04,20:34,수,배민,2,S002,식사,한우육개장,1,22000,22000,8200,22000,8200,1496,594,1100,3500,15310
BM-260304-0039,2026-03-04,20:12,수,배민,2,S001,식사,갈비탕,1,20000,20000,7800,42500,13000,2890,1148,2125,3500,32837
BM-260304-0039,2026-03-04,20:12,수,배민,2,D007,사이드,도토리묵,1,11500,11500,2800,42500,13000,2890,1148,2125,3500,32837
BM-260304-0039,2026-03-04,20:12,수,배민,2,B003,음료,수정과,2,5500,11000,2400,42500,13000,2890,1148,2125,3500,32837
CE-260304-0034,2026-03-04,15:21,수,쿠팡이츠,2,S001,식사,갈비탕,1,20000,20000,7800,29000,9600,2842,783,0,3500,21875
CE-260304-0034,2026-03-04,15:21,수,쿠팡이츠,2,B001,음료,사이다,2,4500,9000,1800,29000,9600,2842,783,0,3500,21875
CE-260304-0035,2026-03-04,17:15,수,쿠팡이츠,1,S007,식사,보쌈 (소),1,33000,33000,11000,33000,11000,3234,891,0,3500,25375
CE-260305-0036,2026-03-05,14:59,목,쿠팡이츠,4,S010,식사,들기름 막국수,1,13500,13500,4200,28000,7400,2744,756,0,3500,21000
CE-260305-0036,2026-03-05,14:59,목,쿠팡이츠,4,D003,사이드,감자전,1,14500,14500,3200,28000,7400,2744,756,0,3500,21000
CE-260305-0037,2026-03-05,13:54,목,쿠팡이츠,4,S004,식사,묵은지등갈비찜 (대),1,59000,59000,21000,68500,23400,6713,1850,0,3500,56437
CE-260305-0037,2026-03-05,13:54,목,쿠팡이츠,4,D006,사이드,계란말이,1,9500,9500,2400,68500,23400,6713,1850,0,3500,56437
CE-260305-0038,2026-03-05,18:46,목,쿠팡이츠,1,S003,식사,묵은지등갈비찜 (소),1,39000,39000,12500,54000,16100,5292,1458,0,3500,43750
CE-260305-0038,2026-03-05,18:46,목,쿠팡이츠,1,D006,사이드,계란말이,1,9500,9500,2400,54000,16100,5292,1458,0,3500,43750
CE-260305-0038,2026-03-05,18:46,목,쿠팡이츠,1,B004,음료,식혜,1,5500,5500,1200,54000,16100,5292,1458,0,3500,43750
BM-260305-0040,2026-03-05,20:17,목,배민,3,S005,식사,간장게장 정식,1,33000,33000,14000,72000,26500,4896,1944,3600,3500,58060
BM-260305-0040,2026-03-05,20:17,목,배민,3,S003,식사,묵은지등갈비찜 (소),1,39000,39000,12500,72000,26500,4896,1944,3600,3500,58060
CE-260305-0039,2026-03-05,14:13,목,쿠팡이츠,2,S003,식사,묵은지등갈비찜 (소),1,39000,39000,12500,59500,17300,5831,1606,0,3500,48563
CE-260305-0039,2026-03-05,14:13,목,쿠팡이츠,2,D006,사이드,계란말이,1,9500,9500,2400,59500,17300,5831,1606,0,3500,48563
CE-260305-0039,2026-03-05,14:13,목,쿠팡이츠,2,B004,음료,식혜,2,5500,11000,2400,59500,17300,5831,1606,0,3500,48563
CE-260305-0040,2026-03-05,19:44,목,쿠팡이츠,2,S012,식사,전복죽,1,18500,18500,6800,38000,11000,3724,1026,0,3500,29750
CE-260305-0040,2026-03-05,19:44,목,쿠팡이츠,2,B003,음료,수정과,2,5500,11000,2400,38000,11000,3724,1026,0,3500,29750
CE-260305-0040,2026-03-05,19:44,목,쿠팡이츠,2,A007,주류,막걸리 (병),1,8500,8500,1800,38000,11000,3724,1026,0,3500,29750
CE-260305-0041,2026-03-05,19:22,목,쿠팡이츠,1,S010,식사,들기름 막국수,1,13500,13500,4200,18000,5100,1764,486,0,3500,12250
CE-260305-0041,2026-03-05,19:22,목,쿠팡이츠,1,B002,음료,콜라,1,4500,4500,900,18000,5100,1764,486,0,3500,12250
BM-260305-0041,2026-03-05,21:01,목,배민,3,S001,식사,갈비탕,1,20000,20000,7800,79000,28800,5372,2133,3950,3500,64045
BM-260305-0041,2026-03-05,21:01,목,배민,3,S004,식사,묵은지등갈비찜 (대),1,59000,59000,21000,79000,28800,5372,2133,3950,3500,64045
BM-260305-0042,2026-03-05,12:33,목,배민,3,S012,식사,전복죽,1,18500,18500,6800,95000,32300,6460,2565,4750,3500,77725
BM-260305-0042,2026-03-05,12:33,목,배민,3,S004,식사,묵은지등갈비찜 (대),1,59000,59000,21000,95000,32300,6460,2565,4750,3500,77725
BM-260305-0042,2026-03-05,12:33,목,배민,3,D004,사이드,해물파전,1,17500,17500,4500,95000,32300,6460,2565,4750,3500,77725
BM-260305-0043,2026-03-05,12:56,목,배민,4,S003,식사,묵은지등갈비찜 (소),1,39000,39000,12500,39000,12500,2652,1053,1950,3500,29845
BM-260305-0044,2026-03-05,19:19,목,배민,1,S001,식사,갈비탕,1,20000,20000,7800,31500,10600,2142,850,1575,3500,23433
BM-260305-0044,2026-03-05,19:19,목,배민,1,D007,사이드,도토리묵,1,11500,11500,2800,31500,10600,2142,850,1575,3500,23433
BM-260305-0045,2026-03-05,20:00,목,배민,2,S012,식사,전복죽,1,18500,18500,6800,44000,12400,2992,1188,2200,3500,34120
BM-260305-0045,2026-03-05,20:00,목,배민,2,D003,사이드,감자전,1,14500,14500,3200,44000,12400,2992,1188,2200,3500,34120
BM-260305-0045,2026-03-05,20:00,목,배민,2,B004,음료,식혜,2,5500,11000,2400,44000,12400,2992,1188,2200,3500,34120
BM-260305-0046,2026-03-05,12:59,목,배민,4,S010,식사,들기름 막국수,1,13500,13500,4200,61000,18500,4148,1647,3050,3500,48655
BM-260305-0046,2026-03-05,12:59,목,배민,4,S003,식사,묵은지등갈비찜 (소),1,39000,39000,12500,61000,18500,4148,1647,3050,3500,48655
BM-260305-0046,2026-03-05,12:59,목,배민,4,A007,주류,막걸리 (병),1,8500,8500,1800,61000,18500,4148,1647,3050,3500,48655
CE-260305-0042,2026-03-05,12:10,목,쿠팡이츠,4,S002,식사,한우육개장,1,22000,22000,8200,54500,15000,5341,1472,0,3500,44187
CE-260305-0042,2026-03-05,12:10,목,쿠팡이츠,4,D003,사이드,감자전,1,14500,14500,3200,54500,15000,5341,1472,0,3500,44187
CE-260305-0042,2026-03-05,12:10,목,쿠팡이츠,4,B002,음료,콜라,4,4500,18000,3600,54500,15000,5341,1472,0,3500,44187
CE-260305-0043,2026-03-05,19:24,목,쿠팡이츠,1,S012,식사,전복죽,1,18500,18500,6800,18500,6800,1813,500,0,3500,12687
BM-260305-0047,2026-03-05,20:13,목,배민,1,S003,식사,묵은지등갈비찜 (소),1,39000,39000,12500,56500,17000,3842,1526,2825,3500,44807
BM-260305-0047,2026-03-05,20:13,목,배민,1,D004,사이드,해물파전,1,17500,17500,4500,56500,17000,3842,1526,2825,3500,44807
CE-260305-0044,2026-03-05,14:19,목,쿠팡이츠,1,S007,식사,보쌈 (소),1,33000,33000,11000,48000,14600,4704,1296,0,3500,38500
CE-260305-0044,2026-03-05,14:19,목,쿠팡이츠,1,D006,사이드,계란말이,1,9500,9500,2400,48000,14600,4704,1296,0,3500,38500
CE-260305-0044,2026-03-05,14:19,목,쿠팡이츠,1,B003,음료,수정과,1,5500,5500,1200,48000,14600,4704,1296,0,3500,38500
