주문번호,주문일,주문시간,요일,채널,인원수,SKU,카테고리,메뉴명,수량,단가,합계,원가합계,주문총액,주문원가합계,앱수수료,PG수수료,광고수수료,사장배달비분담,정산순매출
CE-260401-0013,2026-04-01,20:18,수,쿠팡이츠,2,S009,식사,한우 육회비빔밥,1,23000,23000,10500,31500,12300,3087,850,0,3500,24063
CE-260401-0013,2026-04-01,20:18,수,쿠팡이츠,2,A007,주류,막걸리 (병),1,8500,8500,1800,31500,12300,3087,850,0,3500,24063
BM-260401-0009,2026-04-01,20:45,수,배민,3,S007,식사,보쌈 (소),1,33000,33000,11000,59000,17000,4012,1593,2950,3500,46945
BM-260401-0009,2026-04-01,20:45,수,배민,3,D006,사이드,계란말이,1,9500,9500,2400,59000,17000,4012,1593,2950,3500,46945
BM-260401-0009,2026-04-01,20:45,수,배민,3,B003,음료,수정과,3,5500,16500,3600,59000,17000,4012,1593,2950,3500,46945
CE-260401-0014,2026-04-01,18:30,수,쿠팡이츠,1,S009,식사,한우 육회비빔밥,1,23000,23000,10500,37500,13700,3675,1012,0,3500,29313
CE-260401-0014,2026-04-01,18:30,수,쿠팡이츠,1,D003,사이드,감자전,1,14500,14500,3200,37500,13700,3675,1012,0,3500,29313
CE-260401-0015,2026-04-01,17:02,수,쿠팡이츠,2,S001,식사,갈비탕,1,20000,20000,7800,40500,12400,3969,1094,0,3500,31937
CE-260401-0015,2026-04-01,17:02,수,쿠팡이츠,2,D007,사이드,도토리묵,1,11500,11500,2800,40500,12400,3969,1094,0,3500,31937
CE-260401-0015,2026-04-01,17:02,수,쿠팡이츠,2,B002,음료,콜라,2,4500,9000,1800,40500,12400,3969,1094,0,3500,31937
CE-260401-0016,2026-04-01,18:07,수,쿠팡이츠,1,S001,식사,갈비탕,1,20000,20000,7800,36000,11500,3528,972,0,3500,28000
CE-260401-0016,2026-04-01,18:07,수,쿠팡이츠,1,D007,사이드,도토리묵,1,11500,11500,2800,36000,11500,3528,972,0,3500,28000
CE-260401-0016,2026-04-01,18:07,수,쿠팡이츠,1,B002,음료,콜라,1,4500,4500,900,36000,11500,3528,972,0,3500,28000
CE-260401-0017,2026-04-01,13:32,수,쿠팡이츠,3,S003,식사,묵은지등갈비찜 (소),1,39000,39000,12500,64000,17900,6272,1728,0,3500,52500
CE-260401-0017,2026-04-01,13:32,수,쿠팡이츠,3,B003,음료,수정과,3,5500,16500,3600,64000,17900,6272,1728,0,3500,52500
CE-260401-0017,2026-04-01,13:32,수,쿠팡이츠,3,A007,주류,막걸리 (병),1,8500,8500,1800,64000,17900,6272,1728,0,3500,52500
BM-260401-0010,2026-04-01,18:12,수,배민,1,S002,식사,한우육개장,1,22000,22000,8200,39500,12700,2686,1066,1975,3500,30273
BM-260401-0010,2026-04-01,18:12,수,배민,1,D004,사이드,해물파전,1,17500,17500,4500,39500,12700,2686,1066,1975,3500,30273
BM-260401-0011,2026-04-01,20:36,수,배민,2,S010,식사,들기름 막국수,1,13500,13500,4200,24500,6600,1666,662,1225,3500,17447
BM-260401-0011,2026-04-01,20:36,수,배민,2,B004,음료,식혜,2,5500,11000,2400,24500,6600,1666,662,1225,3500,17447
BM-260401-0012,2026-04-01,20:54,수,배민,4,S007,식사,보쌈 (소),1,33000,33000,11000,86000,30500,5848,2322,4300,3500,70030
BM-260401-0012,2026-04-01,20:54,수,배민,4,S008,식사,보쌈 (대),1,53000,53000,19500,86000,30500,5848,2322,4300,3500,70030
BM-260401-0013,2026-04-01,14:29,수,배민,2,S003,식사,묵은지등갈비찜 (소),1,39000,39000,12500,70000,19500,4760,1890,3500,3500,56350
BM-260401-0013,2026-04-01,14:29,수,배민,2,D007,사이드,도토리묵,1,11500,11500,2800,70000,19500,4760,1890,3500,3500,56350
BM-260401-0013,2026-04-01,14:29,수,배민,2,B003,음료,수정과,2,5500,11000,2400,70000,19500,4760,1890,3500,3500,56350
BM-260401-0013,2026-04-01,14:29,수,배민,2,A007,주류,막걸리 (병),1,8500,8500,1800,70000,19500,4760,1890,3500,3500,56350
CE-260401-0018,2026-04-01,19:34,수,쿠팡이츠,2,S002,식사,한우육개장,1,22000,22000,8200,22000,8200,2156,594,0,3500,15750
CE-260401-0019,2026-04-01,14:01,수,쿠팡이츠,3,S010,식사,들기름 막국수,1,13500,13500,4200,75000,25500,7350,2025,0,3500,62125
CE-260401-0019,2026-04-01,14:01,수,쿠팡이츠,3,S008,식사,보쌈 (대),1,53000,53000,19500,75000,25500,7350,2025,0,3500,62125
CE-260401-0019,2026-04-01,14:01,수,쿠팡이츠,3,A007,주류,막걸리 (병),1,8500,8500,1800,75000,25500,7350,2025,0,3500,62125
CE-260401-0020,2026-04-01,11:16,수,쿠팡이츠,2,S003,식사,묵은지등갈비찜 (소),1,39000,39000,12500,62500,17500,6125,1688,0,3500,51187
CE-260401-0020,2026-04-01,11:16,수,쿠팡이츠,2,D003,사이드,감자전,1,14500,14500,3200,62500,17500,6125,1688,0,3500,51187
CE-260401-0020,2026-04-01,11:16,수,쿠팡이츠,2,B001,음료,사이다,2,4500,9000,1800,62500,17500,6125,1688,0,3500,51187
BM-260401-0014,2026-04-01,19:25,수,배민,3,S010,식사,들기름 막국수,1,13500,13500,4200,61000,18400,4148,1647,3050,3500,48655
BM-260401-0014,2026-04-01,19:25,수,배민,3,S007,식사,보쌈 (소),1,33000,33000,11000,61000,18400,4148,1647,3050,3500,48655
BM-260401-0014,2026-04-01,19:25,수,배민,3,D003,사이드,감자전,1,14500,14500,3200,61000,18400,4148,1647,3050,3500,48655
CE-260401-0021,2026-04-01,14:00,수,쿠팡이츠,4,S004,식사,묵은지등갈비찜 (대),1,59000,59000,21000,95500,29000,9359,2578,0,3500,80063
CE-260401-0021,2026-04-01,14:00,수,쿠팡이츠,4,D003,사이드,감자전,1,14500,14500,3200,95500,29000,9359,2578,0,3500,80063
CE-260401-0021,2026-04-01,14:00,수,쿠팡이츠,4,B003,음료,수정과,4,5500,22000,4800,95500,29000,9359,2578,0,3500,80063
CE-260401-0022,2026-04-01,19:47,수,쿠팡이츠,4,S005,식사,간장게장 정식,1,33000,33000,14000,41500,15800,4067,1120,0,3500,32813
CE-260401-0022,2026-04-01,19:47,수,쿠팡이츠,4,A007,주류,막걸리 (병),1,8500,8500,1800,41500,15800,4067,1120,0,3500,32813
CE-260401-0023,2026-04-01,14:51,수,쿠팡이츠,4,S008,식사,보쌈 (대),1,53000,53000,19500,70500,24000,6909,1904,0,3500,58187
CE-260401-0023,2026-04-01,14:51,수,쿠팡이츠,4,D004,사이드,해물파전,1,17500,17500,4500,70500,24000,6909,1904,0,3500,58187
BM-260402-0015,2026-04-02,19:39,목,배민,2,S005,식사,간장게장 정식,1,33000,33000,14000,33000,14000,2244,891,1650,3500,24715
BM-260402-0016,2026-04-02,13:39,목,배민,3,S002,식사,한우육개장,1,22000,22000,8200,22000,8200,1496,594,1100,3500,15310
BM-260402-0017,2026-04-02,19:54,목,배민,1,S002,식사,한우육개장,1,22000,22000,8200,40000,12400,2720,1080,2000,3500,30700
BM-260402-0017,2026-04-02,19:54,목,배민,1,D006,사이드,계란말이,1,9500,9500,2400,40000,12400,2720,1080,2000,3500,30700
BM-260402-0017,2026-04-02,19:54,목,배민,1,A007,주류,막걸리 (병),1,8500,8500,1800,40000,12400,2720,1080,2000,3500,30700
BM-260402-0018,2026-04-02,11:17,목,배민,4,S003,식사,묵은지등갈비찜 (소),1,39000,39000,12500,57500,19300,3910,1552,2875,3500,45663
BM-260402-0018,2026-04-02,11:17,목,배민,4,S012,식사,전복죽,1,18500,18500,6800,57500,19300,3910,1552,2875,3500,45663
BM-260402-0019,2026-04-02,11:29,목,배민,4,S005,식사,간장게장 정식,1,33000,33000,14000,106000,38100,7208,2862,5300,3500,87130
BM-260402-0019,2026-04-02,11:29,목,배민,4,S008,식사,보쌈 (대),1,53000,53000,19500,106000,38100,7208,2862,5300,3500,87130
BM-260402-0019,2026-04-02,11:29,목,배민,4,D007,사이드,도토리묵,1,11500,11500,2800,106000,38100,7208,2862,5300,3500,87130
BM-260402-0019,2026-04-02,11:29,목,배민,4,A007,주류,막걸리 (병),1,8500,8500,1800,106000,38100,7208,2862,5300,3500,87130
BM-260402-0020,2026-04-02,18:32,목,배민,2,S012,식사,전복죽,1,18500,18500,6800,18500,6800,1258,500,925,3500,12317
BM-260402-0021,2026-04-02,11:50,목,배민,1,S009,식사,한우 육회비빔밥,1,23000,23000,10500,40000,14500,2720,1080,2000,3500,30700
BM-260402-0021,2026-04-02,11:50,목,배민,1,D007,사이드,도토리묵,1,11500,11500,2800,40000,14500,2720,1080,2000,3500,30700
BM-260402-0021,2026-04-02,11:50,목,배민,1,B004,음료,식혜,1,5500,5500,1200,40000,14500,2720,1080,2000,3500,30700
BM-260402-0022,2026-04-02,19:04,목,배민,2,S010,식사,들기름 막국수,1,13500,13500,4200,28000,7400,1904,756,1400,3500,20440
BM-260402-0022,2026-04-02,19:04,목,배민,2,D003,사이드,감자전,1,14500,14500,3200,28000,7400,1904,756,1400,3500,20440
BM-260402-0023,2026-04-02,14:15,목,배민,3,S001,식사,갈비탕,1,20000,20000,7800,51000,16500,3468,1377,2550,3500,40105
BM-260402-0023,2026-04-02,14:15,목,배민,3,S010,식사,들기름 막국수,1,13500,13500,4200,51000,16500,3468,1377,2550,3500,40105
BM-260402-0023,2026-04-02,14:15,목,배민,3,D004,사이드,해물파전,1,17500,17500,4500,51000,16500,3468,1377,2550,3500,40105
BM-260402-0024,2026-04-02,11:47,목,배민,2,S005,식사,간장게장 정식,1,33000,33000,14000,59500,20300,4046,1606,2975,3500,47373
BM-260402-0024,2026-04-02,11:47,목,배민,2,D004,사이드,해물파전,1,17500,17500,4500,59500,20300,4046,1606,2975,3500,47373
BM-260402-0024,2026-04-02,11:47,목,배민,2,B002,음료,콜라,2,4500,9000,1800,59500,20300,4046,1606,2975,3500,47373
BM-260402-0025,2026-04-02,17:03,목,배민,2,S003,식사,묵은지등갈비찜 (소),1,39000,39000,12500,39000,12500,2652,1053,1950,3500,29845
BM-260402-0026,2026-04-02,12:58,목,배민,1,S003,식사,묵은지등갈비찜 (소),1,39000,39000,12500,53500,15700,3638,1444,2675,3500,42243
BM-260402-0026,2026-04-02,12:58,목,배민,1,D003,사이드,감자전,1,14500,14500,3200,53500,15700,3638,1444,2675,3500,42243
BM-260402-0027,2026-04-02,13:34,목,배민,3,S008,식사,보쌈 (대),1,53000,53000,19500,53000,19500,3604,1431,2650,3500,41815
CE-260402-0024,2026-04-02,14:36,목,쿠팡이츠,2,S009,식사,한우 육회비빔밥,1,23000,23000,10500,55000,17300,5390,1485,0,3500,44625
CE-260402-0024,2026-04-02,14:36,목,쿠팡이츠,2,D003,사이드,감자전,1,14500,14500,3200,55000,17300,5390,1485,0,3500,44625
CE-260402-0024,2026-04-02,14:36,목,쿠팡이츠,2,B002,음료,콜라,2,4500,9000,1800,55000,17300,5390,1485,0,3500,44625
CE-260402-0024,2026-04-02,14:36,목,쿠팡이츠,2,A007,주류,막걸리 (병),1,8500,8500,1800,55000,17300,5390,1485,0,3500,44625
BM-260402-0028,2026-04-02,21:01,목,배민,2,S009,식사,한우 육회비빔밥,1,23000,23000,10500,32500,12900,2210,878,1625,3500,24287
BM-260402-0028,2026-04-02,21:01,목,배민,2,D006,사이드,계란말이,1,9500,9500,2400,32500,12900,2210,878,1625,3500,24287
CE-260402-0025,2026-04-02,22:19,목,쿠팡이츠,1,S003,식사,묵은지등갈비찜 (소),1,39000,39000,12500,56500,17000,5537,1526,0,3500,45937
CE-260402-0025,2026-04-02,22:19,목,쿠팡이츠,1,D004,사이드,해물파전,1,17500,17500,4500,56500,17000,5537,1526,0,3500,45937
BM-260402-0029,2026-04-02,15:15,목,배민,2,S007,식사,보쌈 (소),1,33000,33000,11000,41500,12800,2822,1120,2075,3500,31983
BM-260402-0029,2026-04-02,15:15,목,배민,2,A007,주류,막걸리 (병),1,8500,8500,1800,41500,12800,2822,1120,2075,3500,31983
BM-260402-0030,2026-04-02,18:01,목,배민,2,S001,식사,갈비탕,1,20000,20000,7800,31500,10600,2142,850,1575,3500,23433
BM-260402-0030,2026-04-02,18:01,목,배민,2,D007,사이드,도토리묵,1,11500,11500,2800,31500,10600,2142,850,1575,3500,23433
CE-260402-0026,2026-04-02,13:59,목,쿠팡이츠,2,S001,식사,갈비탕,1,20000,20000,7800,38000,12000,3724,1026,0,3500,29750
CE-260402-0026,2026-04-02,13:59,목,쿠팡이츠,2,D006,사이드,계란말이,1,9500,9500,2400,38000,12000,3724,1026,0,3500,29750
CE-260402-0026,2026-04-02,13:59,목,쿠팡이츠,2,A007,주류,막걸리 (병),1,8500,8500,1800,38000,12000,3724,1026,0,3500,29750
CE-260402-0027,2026-04-02,19:49,목,쿠팡이츠,2,S012,식사,전복죽,1,18500,18500,6800,18500,6800,1813,500,0,3500,12687
CE-260402-0028,2026-04-02,12:30,목,쿠팡이츠,1,S002,식사,한우육개장,1,22000,22000,8200,22000,8200,2156,594,0,3500,15750
BM-260402-0031,2026-04-02,20:29,목,배민,4,S001,식사,갈비탕,1,20000,20000,7800,88000,28100,5984,2376,4400,3500,71740
BM-260402-0031,2026-04-02,20:29,목,배민,4,S009,식사,한우 육회비빔밥,1,23000,23000,10500,88000,28100,5984,2376,4400,3500,71740
BM-260402-0031,2026-04-02,20:29,목,배민,4,D003,사이드,감자전,1,14500,14500,3200,88000,28100,5984,2376,4400,3500,71740
BM-260402-0031,2026-04-02,20:29,목,배민,4,B004,음료,식혜,4,5500,22000,4800,88000,28100,5984,2376,4400,3500,71740
BM-260402-0031,2026-04-02,20:29,목,배민,4,A007,주류,막걸리 (병),1,8500,8500,1800,88000,28100,5984,2376,4400,3500,71740
CE-260402-0029,2026-04-02,20:29,목,쿠팡이츠,1,S002,식사,한우육개장,1,22000,22000,8200,36500,11400,3577,986,0,3500,28437
CE-260402-0029,2026-04-02,20:29,목,쿠팡이츠,1,D003,사이드,감자전,1,14500,14500,3200,36500,11400,3577,986,0,3500,28437
BM-260402-0032,2026-04-02,14:45,목,배민,2,S009,식사,한우 육회비빔밥,1,23000,23000,10500,34500,13300,2346,932,1725,3500,25997
BM-260402-0032,2026-04-02,14:45,목,배민,2,D007,사이드,도토리묵,1,11500,11500,2800,34500,13300,2346,932,1725,3500,25997
BM-260402-0033,2026-04-02,18:36,목,배민,2,S003,식사,묵은지등갈비찜 (소),1,39000,39000,12500,39000,12500,2652,1053,1950,3500,29845
CE-260402-0030,2026-04-02,19:49,목,쿠팡이츠,1,S002,식사,한우육개장,1,22000,22000,8200,42000,12800,4116,1134,0,3500,33250
CE-260402-0030,2026-04-02,19:49,목,쿠팡이츠,1,D007,사이드,도토리묵,1,11500,11500,2800,42000,12800,4116,1134,0,3500,33250
CE-260402-0030,2026-04-02,19:49,목,쿠팡이츠,1,A007,주류,막걸리 (병),1,8500,8500,1800,42000,12800,4116,1134,0,3500,33250
CE-260402-0031,2026-04-02,11:16,목,쿠팡이츠,1,S010,식사,들기름 막국수,1,13500,13500,4200,13500,4200,1323,364,0,3500,8313
BM-260402-0034,2026-04-02,14:00,목,배민,1,S005,식사,간장게장 정식,1,33000,33000,14000,42500,16400,2890,1148,2125,3500,32837
BM-260402-0034,2026-04-02,14:00,목,배민,1,D006,사이드,계란말이,1,9500,9500,2400,42500,16400,2890,1148,2125,3500,32837
BM-260402-0035,2026-04-02,11:01,목,배민,2,S010,식사,들기름 막국수,1,13500,13500,4200,13500,4200,918,364,675,3500,8043
BM-260402-0036,2026-04-02,13:28,목,배민,2,S002,식사,한우육개장,1,22000,22000,8200,47500,13800,3230,1282,2375,3500,37113
BM-260402-0036,2026-04-02,13:28,목,배민,2,D003,사이드,감자전,1,14500,14500,3200,47500,13800,3230,1282,2375,3500,37113
BM-260402-0036,2026-04-02,13:28,목,배민,2,B004,음료,식혜,2,5500,11000,2400,47500,13800,3230,1282,2375,3500,37113
BM-260402-0037,2026-04-02,12:06,목,배민,4,S008,식사,보쌈 (대),1,53000,53000,19500,66500,23700,4522,1796,3325,3500,53357
BM-260402-0037,2026-04-02,12:06,목,배민,4,S010,식사,들기름 막국수,1,13500,13500,4200,66500,23700,4522,1796,3325,3500,53357
CE-260402-0032,2026-04-02,14:18,목,쿠팡이츠,1,S002,식사,한우육개장,1,22000,22000,8200,42000,12800,4116,1134,0,3500,33250
CE-260402-0032,2026-04-02,14:18,목,쿠팡이츠,1,D007,사이드,도토리묵,1,11500,11500,2800,42000,12800,4116,1134,0,3500,33250
CE-260402-0032,2026-04-02,14:18,목,쿠팡이츠,1,A007,주류,막걸리 (병),1,8500,8500,1800,42000,12800,4116,1134,0,3500,33250
CE-260402-0033,2026-04-02,21:49,목,쿠팡이츠,2,S009,식사,한우 육회비빔밥,1,23000,23000,10500,49000,16800,4802,1323,0,3500,39375
CE-260402-0033,2026-04-02,21:49,목,쿠팡이츠,2,D004,사이드,해물파전,1,17500,17500,4500,49000,16800,4802,1323,0,3500,39375
CE-260402-0033,2026-04-02,21:49,목,쿠팡이츠,2,A007,주류,막걸리 (병),1,8500,8500,1800,49000,16800,4802,1323,0,3500,39375
CE-260402-0034,2026-04-02,18:06,목,쿠팡이츠,2,S009,식사,한우 육회비빔밥,1,23000,23000,10500,40500,15000,3969,1094,0,3500,31937
CE-260402-0034,2026-04-02,18:06,목,쿠팡이츠,2,D004,사이드,해물파전,1,17500,17500,4500,40500,15000,3969,1094,0,3500,31937
CE-260402-0035,2026-04-02,18:45,목,쿠팡이츠,3,S003,식사,묵은지등갈비찜 (소),1,39000,39000,12500,75000,23800,7350,2025,0,3500,62125
CE-260402-0035,2026-04-02,18:45,목,쿠팡이츠,3,S012,식사,전복죽,1,18500,18500,6800,75000,23800,7350,2025,0,3500,62125
CE-260402-0035,2026-04-02,18:45,목,쿠팡이츠,3,D004,사이드,해물파전,1,17500,17500,4500,75000,23800,7350,2025,0,3500,62125
BM-260402-0038,2026-04-02,12:49,목,배민,2,S010,식사,들기름 막국수,1,13500,13500,4200,13500,4200,918,364,675,3500,8043
BM-260403-0039,2026-04-03,17:31,금,배민,2,S002,식사,한우육개장,1,22000,22000,8200,33500,11000,2278,904,1675,3500,25143
BM-260403-0039,2026-04-03,17:31,금,배민,2,D007,사이드,도토리묵,1,11500,11500,2800,33500,11000,2278,904,1675,3500,25143
BM-260403-0040,2026-04-03,17:01,금,배민,2,S002,식사,한우육개장,1,22000,22000,8200,36500,11400,2482,986,1825,3500,27707
BM-260403-0040,2026-04-03,17:01,금,배민,2,D003,사이드,감자전,1,14500,14500,3200,36500,11400,2482,986,1825,3500,27707
BM-260403-0041,2026-04-03,12:13,금,배민,1,S001,식사,갈비탕,1,20000,20000,7800,20000,7800,1360,540,1000,3500,13600
BM-260403-0042,2026-04-03,20:44,금,배민,2,S009,식사,한우 육회비빔밥,1,23000,23000,10500,37500,13700,2550,1012,1875,3500,28563
BM-260403-0042,2026-04-03,20:44,금,배민,2,D003,사이드,감자전,1,14500,14500,3200,37500,13700,2550,1012,1875,3500,28563
BM-260403-0043,2026-04-03,17:57,금,배민,2,S001,식사,갈비탕,1,20000,20000,7800,43500,12800,2958,1174,2175,3500,33693
BM-260403-0043,2026-04-03,17:57,금,배민,2,D003,사이드,감자전,1,14500,14500,3200,43500,12800,2958,1174,2175,3500,33693
BM-260403-0043,2026-04-03,17:57,금,배민,2,B002,음료,콜라,2,4500,9000,1800,43500,12800,2958,1174,2175,3500,33693
CE-260403-0036,2026-04-03,19:58,금,쿠팡이츠,2,S007,식사,보쌈 (소),1,33000,33000,11000,42000,12800,4116,1134,0,3500,33250
CE-260403-0036,2026-04-03,19:58,금,쿠팡이츠,2,B001,음료,사이다,2,4500,9000,1800,42000,12800,4116,1134,0,3500,33250
BM-260403-0044,2026-04-03,13:02,금,배민,1,S009,식사,한우 육회비빔밥,1,23000,23000,10500,23000,10500,1564,621,1150,3500,16165
BM-260403-0045,2026-04-03,13:55,금,배민,2,S002,식사,한우육개장,1,22000,22000,8200,30500,10000,2074,824,1525,3500,22577
BM-260403-0045,2026-04-03,13:55,금,배민,2,A007,주류,막걸리 (병),1,8500,8500,1800,30500,10000,2074,824,1525,3500,22577
BM-260403-0046,2026-04-03,22:05,금,배민,2,S001,식사,갈비탕,1,20000,20000,7800,40500,12400,2754,1094,2025,3500,31127
BM-260403-0046,2026-04-03,22:05,금,배민,2,D007,사이드,도토리묵,1,11500,11500,2800,40500,12400,2754,1094,2025,3500,31127
BM-260403-0046,2026-04-03,22:05,금,배민,2,B002,음료,콜라,2,4500,9000,1800,40500,12400,2754,1094,2025,3500,31127
CE-260403-0037,2026-04-03,12:15,금,쿠팡이츠,2,S005,식사,간장게장 정식,1,33000,33000,14000,42500,16400,4165,1148,0,3500,33687
CE-260403-0037,2026-04-03,12:15,금,쿠팡이츠,2,D006,사이드,계란말이,1,9500,9500,2400,42500,16400,4165,1148,0,3500,33687
CE-260403-0038,2026-04-03,19:21,금,쿠팡이츠,2,S010,식사,들기름 막국수,1,13500,13500,4200,23000,6600,2254,621,0,3500,16625
