주문번호,주문일,주문시간,요일,인원수,SKU,카테고리,메뉴명,수량,단가,합계,원가합계,결제수단
P-260301-0017,2026-03-01,11:48,일,2,S009,식사,한우 육회비빔밥,1,22000,22000,10500,카드
P-260301-0017,2026-03-01,11:48,일,2,B003,음료,수정과,2,5000,10000,2400,카드
P-260301-0018,2026-03-01,21:22,일,5,S004,식사,묵은지등갈비찜 (대),1,58000,58000,21000,카드
P-260301-0018,2026-03-01,21:22,일,5,D003,사이드,감자전,1,14000,14000,3200,카드
P-260301-0018,2026-03-01,21:22,일,5,D005,사이드,한우 떡갈비 (2장),1,24000,24000,9800,카드
P-260301-0018,2026-03-01,21:22,일,5,A004,주류,카스,2,6000,12000,3000,카드
P-260301-0018,2026-03-01,21:22,일,5,A002,주류,처음처럼,1,5000,5000,1200,카드
P-260301-0018,2026-03-01,21:22,일,5,B002,음료,콜라,2,4000,8000,1800,카드
P-260301-0018,2026-03-01,21:22,일,5,E001,디저트,흑임자 아이스크림,1,7000,7000,1800,카드
P-260301-0019,2026-03-01,20:28,일,4,S002,식사,한우육개장,1,21000,21000,8200,카드
P-260301-0019,2026-03-01,20:28,일,4,S001,식사,갈비탕,1,19000,19000,7800,카드
P-260301-0019,2026-03-01,20:28,일,4,D003,사이드,감자전,1,14000,14000,3200,카드
P-260301-0019,2026-03-01,20:28,일,4,D002,사이드,수육 (소),1,26000,26000,8500,카드
P-260301-0019,2026-03-01,20:28,일,4,D007,사이드,도토리묵,1,11000,11000,2800,카드
P-260301-0019,2026-03-01,20:28,일,4,A004,주류,카스,1,6000,6000,1500,카드
P-260301-0019,2026-03-01,20:28,일,4,A001,주류,참이슬 후레쉬,1,5000,5000,1200,카드
P-260301-0019,2026-03-01,20:28,일,4,B001,음료,사이다,2,4000,8000,1800,카드
P-260301-0020,2026-03-01,19:43,일,4,S005,식사,간장게장 정식,1,32000,32000,14000,카드
P-260301-0020,2026-03-01,19:43,일,4,S008,식사,보쌈 (대),1,52000,52000,19500,카드
P-260301-0020,2026-03-01,19:43,일,4,D004,사이드,해물파전,1,17000,17000,4500,카드
P-260301-0020,2026-03-01,19:43,일,4,D002,사이드,수육 (소),1,26000,26000,8500,카드
P-260301-0020,2026-03-01,19:43,일,4,D007,사이드,도토리묵,1,11000,11000,2800,카드
P-260301-0020,2026-03-01,19:43,일,4,A004,주류,카스,1,6000,6000,1500,카드
P-260301-0020,2026-03-01,19:43,일,4,A003,주류,테라,2,6000,12000,3000,카드
P-260301-0020,2026-03-01,19:43,일,4,B002,음료,콜라,1,4000,4000,900,카드
P-260301-0021,2026-03-01,21:33,일,4,S005,식사,간장게장 정식,1,32000,32000,14000,카드
P-260301-0021,2026-03-01,21:33,일,4,D002,사이드,수육 (소),1,26000,26000,8500,카드
P-260301-0021,2026-03-01,21:33,일,4,A001,주류,참이슬 후레쉬,2,5000,10000,2400,카드
P-260301-0021,2026-03-01,21:33,일,4,A002,주류,처음처럼,1,5000,5000,1200,카드
P-260301-0022,2026-03-01,19:34,일,4,S008,식사,보쌈 (대),1,52000,52000,19500,간편결제
P-260301-0022,2026-03-01,19:34,일,4,D003,사이드,감자전,1,14000,14000,3200,간편결제
P-260301-0022,2026-03-01,19:34,일,4,A003,주류,테라,1,6000,6000,1500,간편결제
P-260301-0022,2026-03-01,19:34,일,4,A002,주류,처음처럼,2,5000,10000,2400,간편결제
P-260301-0022,2026-03-01,19:34,일,4,B001,음료,사이다,1,4000,4000,900,간편결제
P-260301-0022,2026-03-01,19:34,일,4,E001,디저트,흑임자 아이스크림,1,7000,7000,1800,간편결제
P-260301-0023,2026-03-01,11:32,일,6,S010,식사,들기름 막국수,2,13000,26000,8400,간편결제
P-260301-0023,2026-03-01,11:32,일,6,M003,코스,"런치 한상 (1인, 평일점심)",2,19000,38000,19600,간편결제
P-260301-0023,2026-03-01,11:32,일,6,M001,코스,청기와 한정식 (1인),1,39000,39000,16500,간편결제
P-260301-0023,2026-03-01,11:32,일,6,S009,식사,한우 육회비빔밥,1,22000,22000,10500,간편결제
P-260301-0023,2026-03-01,11:32,일,6,B005,음료,오미자차,2,6000,12000,3000,간편결제
P-260301-0024,2026-03-01,18:02,일,4,S002,식사,한우육개장,1,21000,21000,8200,카드
P-260301-0024,2026-03-01,18:02,일,4,D007,사이드,도토리묵,1,11000,11000,2800,카드
P-260301-0024,2026-03-01,18:02,일,4,A001,주류,참이슬 후레쉬,1,5000,5000,1200,카드
P-260301-0024,2026-03-01,18:02,일,4,A002,주류,처음처럼,1,5000,5000,1200,카드
P-260301-0025,2026-03-01,21:41,일,2,S009,식사,한우 육회비빔밥,1,22000,22000,10500,카드
P-260301-0025,2026-03-01,21:41,일,2,S005,식사,간장게장 정식,1,32000,32000,14000,카드
P-260301-0025,2026-03-01,21:41,일,2,D006,사이드,계란말이,1,9000,9000,2400,카드
P-260301-0025,2026-03-01,21:41,일,2,D001,사이드,한치회무침,1,22000,22000,7800,카드
P-260301-0025,2026-03-01,21:41,일,2,A005,주류,한라산,2,14000,28000,9000,카드
P-260301-0025,2026-03-01,21:41,일,2,E003,디저트,쌍화차,1,7000,7000,1800,카드
P-260301-0026,2026-03-01,20:10,일,4,S004,식사,묵은지등갈비찜 (대),1,58000,58000,21000,현금
P-260301-0026,2026-03-01,20:10,일,4,D006,사이드,계란말이,1,9000,9000,2400,현금
P-260301-0026,2026-03-01,20:10,일,4,D003,사이드,감자전,1,14000,14000,3200,현금
P-260301-0026,2026-03-01,20:10,일,4,A001,주류,참이슬 후레쉬,2,5000,10000,2400,현금
P-260301-0026,2026-03-01,20:10,일,4,B001,음료,사이다,2,4000,8000,1800,현금
P-260301-0027,2026-03-01,18:08,일,4,S008,식사,보쌈 (대),1,52000,52000,19500,카드
P-260301-0027,2026-03-01,18:08,일,4,S005,식사,간장게장 정식,1,32000,32000,14000,카드
P-260301-0027,2026-03-01,18:08,일,4,D001,사이드,한치회무침,1,22000,22000,7800,카드
P-260301-0027,2026-03-01,18:08,일,4,D005,사이드,한우 떡갈비 (2장),1,24000,24000,9800,카드
P-260301-0027,2026-03-01,18:08,일,4,D002,사이드,수육 (소),1,26000,26000,8500,카드
P-260301-0027,2026-03-01,18:08,일,4,A004,주류,카스,2,6000,12000,3000,카드
P-260301-0027,2026-03-01,18:08,일,4,A005,주류,한라산,2,14000,28000,9000,카드
P-260301-0028,2026-03-01,19:53,일,4,S005,식사,간장게장 정식,1,32000,32000,14000,카드
P-260301-0028,2026-03-01,19:53,일,4,D004,사이드,해물파전,1,17000,17000,4500,카드
P-260301-0028,2026-03-01,19:53,일,4,D002,사이드,수육 (소),1,26000,26000,8500,카드
P-260301-0028,2026-03-01,19:53,일,4,D006,사이드,계란말이,1,9000,9000,2400,카드
P-260301-0028,2026-03-01,19:53,일,4,A004,주류,카스,2,6000,12000,3000,카드
P-260301-0028,2026-03-01,19:53,일,4,A005,주류,한라산,2,14000,28000,9000,카드
P-260301-0029,2026-03-01,12:58,일,3,S005,식사,간장게장 정식,1,32000,32000,14000,카드
P-260301-0029,2026-03-01,12:58,일,3,M003,코스,"런치 한상 (1인, 평일점심)",1,19000,19000,9800,카드
P-260301-0029,2026-03-01,12:58,일,3,M001,코스,청기와 한정식 (1인),1,39000,39000,16500,카드
P-260301-0029,2026-03-01,12:58,일,3,D007,사이드,도토리묵,1,11000,11000,2800,카드
P-260301-0029,2026-03-01,12:58,일,3,B001,음료,사이다,2,4000,8000,1800,카드
P-260301-0030,2026-03-01,22:05,일,3,M001,코스,청기와 한정식 (1인),3,39000,117000,49500,카드
P-260301-0030,2026-03-01,22:05,일,3,A001,주류,참이슬 후레쉬,1,5000,5000,1200,카드
P-260301-0030,2026-03-01,22:05,일,3,E002,디저트,약과 3종,1,6000,6000,1500,카드
P-260301-0031,2026-03-01,14:59,일,3,M003,코스,"런치 한상 (1인, 평일점심)",1,19000,19000,9800,카드
P-260301-0031,2026-03-01,14:59,일,3,S010,식사,들기름 막국수,1,13000,13000,4200,카드
P-260301-0031,2026-03-01,14:59,일,3,S005,식사,간장게장 정식,1,32000,32000,14000,카드
P-260301-0032,2026-03-01,18:01,일,4,S005,식사,간장게장 정식,1,32000,32000,14000,카드
P-260301-0032,2026-03-01,18:01,일,4,D007,사이드,도토리묵,1,11000,11000,2800,카드
P-260301-0032,2026-03-01,18:01,일,4,A001,주류,참이슬 후레쉬,2,5000,10000,2400,카드
P-260301-0032,2026-03-01,18:01,일,4,A006,주류,복분자주 (병),1,22000,22000,6800,카드
P-260301-0032,2026-03-01,18:01,일,4,B004,음료,식혜,1,5000,5000,1200,카드
P-260301-0033,2026-03-01,16:02,일,3,M002,코스,청기와 프리미엄 한정식 (1인),3,59000,177000,72000,계좌이체
P-260301-0033,2026-03-01,16:02,일,3,A006,주류,복분자주 (병),1,22000,22000,6800,계좌이체
P-260301-0034,2026-03-01,17:37,일,2,M001,코스,청기와 한정식 (1인),2,39000,78000,33000,카드
P-260301-0035,2026-03-01,12:09,일,2,S010,식사,들기름 막국수,1,13000,13000,4200,카드
P-260301-0035,2026-03-01,12:09,일,2,S002,식사,한우육개장,1,21000,21000,8200,카드
P-260301-0035,2026-03-01,12:09,일,2,B002,음료,콜라,2,4000,8000,1800,카드
P-260301-0036,2026-03-01,20:04,일,4,S008,식사,보쌈 (대),1,52000,52000,19500,현금
P-260301-0036,2026-03-01,20:04,일,4,S004,식사,묵은지등갈비찜 (대),1,58000,58000,21000,현금
P-260301-0036,2026-03-01,20:04,일,4,D004,사이드,해물파전,1,17000,17000,4500,현금
P-260301-0036,2026-03-01,20:04,일,4,A006,주류,복분자주 (병),1,22000,22000,6800,현금
P-260301-0036,2026-03-01,20:04,일,4,A002,주류,처음처럼,2,5000,10000,2400,현금
P-260301-0037,2026-03-01,18:30,일,3,S007,식사,보쌈 (소),1,32000,32000,11000,카드
P-260301-0037,2026-03-01,18:30,일,3,S002,식사,한우육개장,1,21000,21000,8200,카드
P-260301-0037,2026-03-01,18:30,일,3,D004,사이드,해물파전,1,17000,17000,4500,카드
P-260301-0037,2026-03-01,18:30,일,3,D006,사이드,계란말이,1,9000,9000,2400,카드
P-260301-0037,2026-03-01,18:30,일,3,A001,주류,참이슬 후레쉬,1,5000,5000,1200,카드
P-260301-0038,2026-03-01,19:13,일,4,S001,식사,갈비탕,1,19000,19000,7800,카드
P-260301-0038,2026-03-01,19:13,일,4,D004,사이드,해물파전,1,17000,17000,4500,카드
P-260301-0038,2026-03-01,19:13,일,4,D002,사이드,수육 (소),1,26000,26000,8500,카드
P-260301-0038,2026-03-01,19:13,일,4,A003,주류,테라,1,6000,6000,1500,카드
P-260301-0038,2026-03-01,19:13,일,4,A001,주류,참이슬 후레쉬,1,5000,5000,1200,카드
P-260301-0039,2026-03-01,22:58,일,4,S008,식사,보쌈 (대),1,52000,52000,19500,카드
P-260301-0039,2026-03-01,22:58,일,4,D001,사이드,한치회무침,1,22000,22000,7800,카드
P-260301-0039,2026-03-01,22:58,일,4,D005,사이드,한우 떡갈비 (2장),1,24000,24000,9800,카드
P-260301-0039,2026-03-01,22:58,일,4,D006,사이드,계란말이,1,9000,9000,2400,카드
P-260301-0039,2026-03-01,22:58,일,4,A006,주류,복분자주 (병),2,22000,44000,13600,카드
P-260301-0039,2026-03-01,22:58,일,4,A001,주류,참이슬 후레쉬,2,5000,10000,2400,카드
P-260301-0039,2026-03-01,22:58,일,4,B001,음료,사이다,2,4000,8000,1800,카드
P-260301-0040,2026-03-01,20:00,일,2,S007,식사,보쌈 (소),1,32000,32000,11000,카드
P-260301-0040,2026-03-01,20:00,일,2,S009,식사,한우 육회비빔밥,1,22000,22000,10500,카드
P-260301-0040,2026-03-01,20:00,일,2,D002,사이드,수육 (소),1,26000,26000,8500,카드
P-260301-0040,2026-03-01,20:00,일,2,A001,주류,참이슬 후레쉬,1,5000,5000,1200,카드
P-260301-0040,2026-03-01,20:00,일,2,E004,디저트,수제 한과 모듬,1,9000,9000,2400,카드
P-260301-0041,2026-03-01,19:13,일,3,M001,코스,청기와 한정식 (1인),3,39000,117000,49500,현금
P-260301-0041,2026-03-01,19:13,일,3,A001,주류,참이슬 후레쉬,2,5000,10000,2400,현금
P-260301-0042,2026-03-01,12:47,일,2,S002,식사,한우육개장,1,21000,21000,8200,현금
P-260301-0042,2026-03-01,12:47,일,2,M001,코스,청기와 한정식 (1인),1,39000,39000,16500,현금
P-260301-0043,2026-03-01,17:37,일,2,S002,식사,한우육개장,1,21000,21000,8200,카드
P-260301-0043,2026-03-01,17:37,일,2,D002,사이드,수육 (소),1,26000,26000,8500,카드
P-260301-0043,2026-03-01,17:37,일,2,D006,사이드,계란말이,1,9000,9000,2400,카드
P-260301-0043,2026-03-01,17:37,일,2,D001,사이드,한치회무침,1,22000,22000,7800,카드
P-260301-0043,2026-03-01,17:37,일,2,A001,주류,참이슬 후레쉬,1,5000,5000,1200,카드
P-260301-0043,2026-03-01,17:37,일,2,B001,음료,사이다,1,4000,4000,900,카드
P-260301-0044,2026-03-01,18:10,일,4,S009,식사,한우 육회비빔밥,1,22000,22000,10500,카드
P-260301-0044,2026-03-01,18:10,일,4,D002,사이드,수육 (소),1,26000,26000,8500,카드
P-260301-0044,2026-03-01,18:10,일,4,D004,사이드,해물파전,1,17000,17000,4500,카드
P-260301-0044,2026-03-01,18:10,일,4,D005,사이드,한우 떡갈비 (2장),1,24000,24000,9800,카드
P-260301-0044,2026-03-01,18:10,일,4,A003,주류,테라,3,6000,18000,4500,카드
P-260301-0045,2026-03-01,18:22,일,2,S003,식사,묵은지등갈비찜 (소),1,38000,38000,12500,카드
P-260301-0045,2026-03-01,18:22,일,2,S001,식사,갈비탕,1,19000,19000,7800,카드
P-260301-0045,2026-03-01,18:22,일,2,D004,사이드,해물파전,1,17000,17000,4500,카드
P-260301-0045,2026-03-01,18:22,일,2,A003,주류,테라,1,6000,6000,1500,카드
P-260301-0045,2026-03-01,18:22,일,2,E004,디저트,수제 한과 모듬,1,9000,9000,2400,카드
P-260301-0046,2026-03-01,21:35,일,6,S002,식사,한우육개장,1,21000,21000,8200,카드
P-260301-0046,2026-03-01,21:35,일,6,D005,사이드,한우 떡갈비 (2장),1,24000,24000,9800,카드
P-260301-0046,2026-03-01,21:35,일,6,D001,사이드,한치회무침,1,22000,22000,7800,카드
P-260301-0046,2026-03-01,21:35,일,6,D003,사이드,감자전,1,14000,14000,3200,카드
P-260301-0046,2026-03-01,21:35,일,6,A003,주류,테라,1,6000,6000,1500,카드
P-260301-0046,2026-03-01,21:35,일,6,A001,주류,참이슬 후레쉬,2,5000,10000,2400,카드
P-260301-0046,2026-03-01,21:35,일,6,A007,주류,막걸리 (병),1,8000,8000,1800,카드
P-260301-0047,2026-03-01,13:21,일,5,S002,식사,한우육개장,2,21000,42000,16400,카드
P-260301-0047,2026-03-01,13:21,일,5,M003,코스,"런치 한상 (1인, 평일점심)",1,19000,19000,9800,카드
P-260301-0047,2026-03-01,13:21,일,5,S009,식사,한우 육회비빔밥,2,22000,44000,21000,카드
P-260301-0047,2026-03-01,13:21,일,5,D006,사이드,계란말이,1,9000,9000,2400,카드
P-260301-0048,2026-03-01,20:54,일,6,S004,식사,묵은지등갈비찜 (대),1,58000,58000,21000,카드
P-260301-0048,2026-03-01,20:54,일,6,D002,사이드,수육 (소),1,26000,26000,8500,카드
P-260301-0048,2026-03-01,20:54,일,6,D005,사이드,한우 떡갈비 (2장),1,24000,24000,9800,카드
P-260301-0048,2026-03-01,20:54,일,6,D001,사이드,한치회무침,1,22000,22000,7800,카드
P-260301-0048,2026-03-01,20:54,일,6,A001,주류,참이슬 후레쉬,3,5000,15000,3600,카드
P-260301-0048,2026-03-01,20:54,일,6,A006,주류,복분자주 (병),2,22000,44000,13600,카드
P-260301-0048,2026-03-01,20:54,일,6,B003,음료,수정과,2,5000,10000,2400,카드
P-260301-0048,2026-03-01,20:54,일,6,E003,디저트,쌍화차,1,7000,7000,1800,카드
P-260301-0049,2026-03-01,12:48,일,6,M003,코스,"런치 한상 (1인, 평일점심)",1,19000,19000,9800,카드
P-260301-0049,2026-03-01,12:48,일,6,M001,코스,청기와 한정식 (1인),1,39000,39000,16500,카드
P-260301-0049,2026-03-01,12:48,일,6,S010,식사,들기름 막국수,1,13000,13000,4200,카드
P-260301-0049,2026-03-01,12:48,일,6,S005,식사,간장게장 정식,3,32000,96000,42000,카드
P-260301-0049,2026-03-01,12:48,일,6,D007,사이드,도토리묵,1,11000,11000,2800,카드
P-260301-0049,2026-03-01,12:48,일,6,B004,음료,식혜,2,5000,10000,2400,카드
P-260301-0050,2026-03-01,21:41,일,3,S009,식사,한우 육회비빔밥,1,22000,22000,10500,간편결제
P-260301-0050,2026-03-01,21:41,일,3,S007,식사,보쌈 (소),1,32000,32000,11000,간편결제
P-260301-0050,2026-03-01,21:41,일,3,D005,사이드,한우 떡갈비 (2장),1,24000,24000,9800,간편결제
P-260301-0050,2026-03-01,21:41,일,3,D003,사이드,감자전,1,14000,14000,3200,간편결제
P-260301-0050,2026-03-01,21:41,일,3,A002,주류,처음처럼,2,5000,10000,2400,간편결제
P-260301-0050,2026-03-01,21:41,일,3,B004,음료,식혜,1,5000,5000,1200,간편결제
P-260303-0051,2026-03-03,18:04,화,2,S009,식사,한우 육회비빔밥,1,22000,22000,10500,카드
P-260303-0051,2026-03-03,18:04,화,2,S003,식사,묵은지등갈비찜 (소),1,38000,38000,12500,카드
P-260303-0051,2026-03-03,18:04,화,2,D005,사이드,한우 떡갈비 (2장),1,24000,24000,9800,카드
P-260303-0051,2026-03-03,18:04,화,2,D003,사이드,감자전,1,14000,14000,3200,카드
P-260303-0051,2026-03-03,18:04,화,2,A003,주류,테라,2,6000,12000,3000,카드
P-260303-0051,2026-03-03,18:04,화,2,E001,디저트,흑임자 아이스크림,1,7000,7000,1800,카드
P-260303-0052,2026-03-03,23:19,화,4,S008,식사,보쌈 (대),1,52000,52000,19500,카드
P-260303-0052,2026-03-03,23:19,화,4,D007,사이드,도토리묵,1,11000,11000,2800,카드
P-260303-0052,2026-03-03,23:19,화,4,D003,사이드,감자전,1,14000,14000,3200,카드
P-260303-0052,2026-03-03,23:19,화,4,A003,주류,테라,1,6000,6000,1500,카드
P-260303-0052,2026-03-03,23:19,화,4,A004,주류,카스,1,6000,6000,1500,카드
P-260303-0052,2026-03-03,23:19,화,4,B001,음료,사이다,1,4000,4000,900,카드
P-260303-0052,2026-03-03,23:19,화,4,E003,디저트,쌍화차,1,7000,7000,1800,카드
P-260303-0053,2026-03-03,17:34,화,4,S008,식사,보쌈 (대),1,52000,52000,19500,계좌이체
P-260303-0053,2026-03-03,17:34,화,4,D004,사이드,해물파전,1,17000,17000,4500,계좌이체
P-260303-0053,2026-03-03,17:34,화,4,D005,사이드,한우 떡갈비 (2장),1,24000,24000,9800,계좌이체
P-260303-0053,2026-03-03,17:34,화,4,D006,사이드,계란말이,1,9000,9000,2400,계좌이체
P-260303-0053,2026-03-03,17:34,화,4,A003,주류,테라,1,6000,6000,1500,계좌이체
P-260303-0053,2026-03-03,17:34,화,4,A004,주류,카스,2,6000,12000,3000,계좌이체
P-260303-0054,2026-03-03,12:31,화,2,M001,코스,청기와 한정식 (1인),1,39000,39000,16500,카드
P-260303-0054,2026-03-03,12:31,화,2,S001,식사,갈비탕,1,19000,19000,7800,카드
P-260303-0055,2026-03-03,20:31,화,2,S001,식사,갈비탕,1,19000,19000,7800,카드
P-260303-0055,2026-03-03,20:31,화,2,S002,식사,한우육개장,1,21000,21000,8200,카드
P-260303-0055,2026-03-03,20:31,화,2,D007,사이드,도토리묵,1,11000,11000,2800,카드
P-260303-0055,2026-03-03,20:31,화,2,D001,사이드,한치회무침,1,22000,22000,7800,카드
P-260303-0055,2026-03-03,20:31,화,2,A001,주류,참이슬 후레쉬,1,5000,5000,1200,카드
