주문번호,주문일,주문시간,채널,카테고리,상품명,SKU,수량,단가,합계,배송지역,주문상태
CP-260204-0002,2026-02-04,12:44,쿠팡,부자재,트랩,RWP-TR10,3,15000,45000,경기,배송완료
NV-260204-0001,2026-02-04,13:55,네이버,액세서리,액세서리 3종세트,RWA-SET1,1,78000,78000,서울,배송완료
SG-260204-0001,2026-02-04,10:00,SSG,수전금구,NeoTemp 수전 HOME,RWF-NT-HOME,1,350000,350000,서울,배송완료
RM-260205-0001,2026-02-05,10:50,공식몰,수전금구,NeoTemp 수전 HOME,RWF-NT-HOME,1,350000,350000,경기,배송완료
RM-260205-0002,2026-02-05,15:22,공식몰,수전금구,세면수전 CANYON,RWF-CAN310,1,280000,280000,서울,배송완료
CP-260205-0001,2026-02-05,08:30,쿠팡,수전금구,세면수전 CITY,RWF-CTY110,1,120000,120000,경기,배송완료
CP-260205-0002,2026-02-05,11:11,쿠팡,액세서리,비누받침,RWA-S080,2,25000,50000,인천,배송완료
NV-260205-0001,2026-02-05,14:00,네이버,부자재,샤워호스,RWP-HOS30,2,12000,24000,경기,배송완료
NV-260205-0002,2026-02-05,16:20,네이버,액세서리,액세서리 3종세트,RWA-SET1,1,78000,78000,대전,배송완료
RM-260206-0001,2026-02-06,09:15,공식몰,수전금구,세면수전 CITY,RWF-CTY110,1,120000,120000,서울,배송완료
CP-260206-0001,2026-02-06,10:30,쿠팡,수전금구,세면수전 CITY,RWF-CTY110,2,120000,240000,서울,배송완료
CP-260206-0002,2026-02-06,13:45,쿠팡,부자재,앵글밸브,RWP-AV20,3,8000,24000,경기,배송완료
NV-260206-0001,2026-02-06,11:22,네이버,액세서리,액세서리 3종세트,RWA-SET1,2,78000,156000,서울,배송완료
SG-260206-0001,2026-02-06,14:10,SSG,수전금구,세면수전 CANYON,RWF-CAN310,1,280000,280000,경기,배송완료
RM-260207-0001,2026-02-07,10:40,공식몰,수전금구,NeoTemp 수전 HOME,RWF-NT-HOME,1,350000,350000,서울,배송완료
CP-260207-0001,2026-02-07,09:05,쿠팡,수전금구,세면수전 CITY,RWF-CTY110,1,120000,120000,부산,배송완료
CP-260207-0002,2026-02-07,09:05,쿠팡,부자재,트랩,RWP-TR10,2,15000,30000,부산,배송완료
NV-260207-0001,2026-02-07,15:30,네이버,수전금구,세면수전 MOD,RWF-MOD210,1,150000,150000,경기,배송완료
NV-260207-0002,2026-02-07,17:10,네이버,부자재,샤워호스,RWP-HOS30,1,12000,12000,인천,배송완료
RM-260208-0001,2026-02-08,11:00,공식몰,액세서리,거울,RWA-M200,1,85000,85000,서울,배송완료
RM-260208-0002,2026-02-08,14:20,공식몰,수전금구,세면수전 DIVE,RWF-DIV220,1,200000,200000,서울,교환완료
CP-260208-0001,2026-02-08,10:15,쿠팡,수전금구,세면수전 CITY,RWF-CTY110,1,120000,120000,경기,배송완료
CP-260208-0002,2026-02-08,12:30,쿠팡,액세서리,비누받침,RWA-S080,1,25000,25000,경기,배송완료
NV-260208-0001,2026-02-08,13:45,네이버,액세서리,액세서리 3종세트,RWA-SET1,1,78000,78000,서울,배송완료
SG-260208-0001,2026-02-08,11:30,SSG,수전금구,NeoTemp 수전 HOME,RWF-NT-HOME,1,350000,350000,서울,배송완료
RM-260209-0001,2026-02-09,10:05,공식몰,수전금구,NeoTemp 수전 HOME,RWF-NT-HOME,2,350000,700000,경기,배송완료
CP-260209-0001,2026-02-09,09:40,쿠팡,수전금구,세면수전 CITY,RWF-CTY110,1,120000,120000,대구,배송완료
CP-260209-0002,2026-02-09,11:55,쿠팡,부자재,앵글밸브,RWP-AV20,2,8000,16000,대구,배송완료
NV-260209-0001,2026-02-09,14:25,네이버,액세서리,수건걸이,RWA-T120,1,35000,35000,경기,배송완료
NV-260209-0002,2026-02-09,16:00,네이버,액세서리,액세서리 3종세트,RWA-SET1,1,78000,78000,서울,배송완료
RM-260210-0001,2026-02-10,09:30,공식몰,수전금구,세면수전 CANYON,RWF-CAN310,1,280000,280000,서울,배송완료
CP-260210-0001,2026-02-10,08:50,쿠팡,수전금구,세면수전 CITY,RWF-CTY110,2,120000,240000,서울,배송완료
CP-260210-0002,2026-02-10,13:20,쿠팡,부자재,트랩,RWP-TR10,1,15000,15000,인천,배송완료
NV-260210-0001,2026-02-10,10:44,네이버,액세서리,액세서리 3종세트,RWA-SET1,2,78000,156000,경기,배송완료
SG-260210-0001,2026-02-10,15:00,SSG,수전금구,세면수전 CANYON,RWF-CAN310,1,280000,280000,서울,주문취소
RM-260211-0001,2026-02-11,10:20,공식몰,수전금구,NeoTemp 수전 HOME,RWF-NT-HOME,1,350000,350000,경기,배송완료
CP-260211-0001,2026-02-11,09:15,쿠팡,수전금구,세면수전 CITY,RWF-CTY110,1,120000,120000,경기,배송완료
NV-260211-0001,2026-02-11,11:30,네이버,부자재,샤워호스,RWP-HOS30,2,12000,24000,서울,배송완료
NV-260211-0002,2026-02-11,14:55,네이버,액세서리,액세서리 3종세트,RWA-SET1,1,78000,78000,인천,배송완료
RM-260212-0001,2026-02-12,10:10,공식몰,수전금구,세면수전 DIVE,RWF-DIV220,1,200000,200000,서울,배송완료
CP-260212-0001,2026-02-12,09:30,쿠팡,수전금구,세면수전 CITY,RWF-CTY110,1,120000,120000,경기,배송완료
CP-260212-0002,2026-02-12,12:10,쿠팡,액세서리,휴지걸이,RWA-P060,2,28000,56000,경기,배송완료
NV-260212-0001,2026-02-12,13:40,네이버,액세서리,액세서리 3종세트,RWA-SET1,2,78000,156000,부산,배송완료
SG-260212-0001,2026-02-12,11:00,SSG,위생도기/비데,비데 감지식 일반,RWB-100,1,350000,350000,경기,배송완료
RM-260213-0001,2026-02-13,14:30,공식몰,수전금구,NeoTemp 수전 HOME,RWF-NT-HOME,1,350000,350000,서울,배송완료
CP-260213-0001,2026-02-13,10:20,쿠팡,수전금구,세면수전 CITY,RWF-CTY110,1,120000,120000,서울,반품완료
CP-260213-0002,2026-02-13,11:45,쿠팡,부자재,앵글밸브,RWP-AV20,4,8000,32000,서울,배송완료
NV-260213-0001,2026-02-13,15:15,네이버,액세서리,수건걸이,RWA-T120,2,35000,70000,서울,배송완료
NV-260213-0002,2026-02-13,17:00,네이버,수전금구,세면수전 MOD,RWF-MOD210,1,150000,150000,경기,배송완료
RM-260214-0001,2026-02-14,09:55,공식몰,수전금구,세면수전 CANYON,RWF-CAN310,1,280000,280000,경기,배송완료
RM-260214-0002,2026-02-14,13:10,공식몰,액세서리,거울,RWA-M200,1,85000,85000,서울,배송완료
CP-260214-0001,2026-02-14,10:00,쿠팡,수전금구,세면수전 CITY,RWF-CTY110,2,120000,240000,인천,배송완료
NV-260214-0001,2026-02-14,12:30,네이버,액세서리,액세서리 3종세트,RWA-SET1,1,78000,78000,광주,배송완료
SG-260214-0001,2026-02-14,14:45,SSG,수전금구,NeoTemp 수전 HOME,RWF-NT-HOME,1,350000,350000,서울,배송완료
RM-260215-0001,2026-02-15,10:30,공식몰,수전금구,NeoTemp 수전 HOME,RWF-NT-HOME,1,350000,350000,경기,배송완료
CP-260215-0001,2026-02-15,09:20,쿠팡,수전금구,세면수전 CITY,RWF-CTY110,1,120000,120000,경기,배송완료
CP-260215-0002,2026-02-15,13:00,쿠팡,부자재,샤워호스,RWP-HOS30,2,12000,24000,서울,배송완료
NV-260215-0001,2026-02-15,11:20,네이버,액세서리,액세서리 3종세트,RWA-SET1,2,78000,156000,서울,배송완료
NV-260215-0002,2026-02-15,16:40,네이버,부자재,앵글밸브,RWP-AV20,2,8000,16000,인천,배송완료
RM-260216-0001,2026-02-16,10:00,공식몰,수전금구,세면수전 DIVE,RWF-DIV220,1,200000,200000,서울,배송완료
RM-260216-0002,2026-02-16,14:00,공식몰,수전금구,NeoTemp 수전 HOME,RWF-NT-HOME,1,350000,350000,서울,배송완료
CP-260216-0001,2026-02-16,09:10,쿠팡,수전금구,세면수전 CITY,RWF-CTY110,2,120000,240000,경기,배송완료
CP-260216-0002,2026-02-16,11:30,쿠팡,부자재,트랩,RWP-TR10,2,15000,30000,경기,배송완료
NV-260216-0001,2026-02-16,13:20,네이버,액세서리,액세서리 3종세트,RWA-SET1,1,78000,78000,서울,배송완료
SG-260216-0001,2026-02-16,12:00,SSG,수전금구,세면수전 CANYON,RWF-CAN310,1,280000,280000,경기,배송완료
RM-260217-0001,2026-02-17,09:45,공식몰,수전금구,NeoTemp 수전 HOME,RWF-NT-HOME,2,350000,700000,서울,배송완료
CP-260217-0001,2026-02-17,08:40,쿠팡,수전금구,세면수전 CITY,RWF-CTY110,1,120000,120000,서울,배송완료
CP-260217-0002,2026-02-17,10:55,쿠팡,액세서리,비누받침,RWA-S080,2,25000,50000,경기,배송완료
NV-260217-0001,2026-02-17,14:10,네이버,수전금구,세면수전 MOD,RWF-MOD210,1,150000,150000,경기,배송완료
NV-260217-0002,2026-02-17,16:30,네이버,액세서리,액세서리 3종세트,RWA-SET1,2,78000,156000,서울,배송완료
RM-260218-0001,2026-02-18,11:15,공식몰,수전금구,세면수전 CANYON,RWF-CAN310,1,280000,280000,경기,배송완료
CP-260218-0001,2026-02-18,09:50,쿠팡,수전금구,세면수전 CITY,RWF-CTY110,2,120000,240000,인천,배송완료
CP-260218-0002,2026-02-18,12:00,쿠팡,부자재,앵글밸브,RWP-AV20,2,8000,16000,인천,배송완료
NV-260218-0001,2026-02-18,10:35,네이버,액세서리,액세서리 3종세트,RWA-SET1,1,78000,78000,경기,배송완료
SG-260218-0001,2026-02-18,13:30,SSG,수전금구,NeoTemp 수전 HOME,RWF-NT-HOME,1,350000,350000,서울,배송완료
RM-260219-0001,2026-02-19,10:20,공식몰,수전금구,NeoTemp 수전 HOME,RWF-NT-HOME,1,350000,350000,경기,배송완료
RM-260219-0002,2026-02-19,14:50,공식몰,위생도기/비데,비데 감지식 일반,RWB-100,1,350000,350000,서울,배송완료
CP-260219-0001,2026-02-19,09:00,쿠팡,수전금구,세면수전 CITY,RWF-CTY110,1,120000,120000,서울,배송완료
CP-260219-0002,2026-02-19,11:20,쿠팡,부자재,샤워호스,RWP-HOS30,1,12000,12000,경기,배송완료
NV-260219-0001,2026-02-19,13:00,네이버,액세서리,액세서리 3종세트,RWA-SET1,2,78000,156000,서울,배송완료
NV-260219-0002,2026-02-19,17:20,네이버,수전금구,샤워수전 CITY,RWF-SH100,1,180000,180000,경기,배송완료
RM-260220-0001,2026-02-20,10:35,공식몰,수전금구,NeoTemp 수전 HOME,RWF-NT-HOME,1,350000,350000,서울,배송중
RM-260220-0002,2026-02-20,13:40,공식몰,수전금구,세면수전 DIVE,RWF-DIV220,1,200000,200000,경기,배송완료
CP-260220-0001,2026-02-20,08:30,쿠팡,수전금구,세면수전 CITY,RWF-CTY110,3,120000,360000,서울,배송완료
CP-260220-0002,2026-02-20,12:15,쿠팡,부자재,트랩,RWP-TR10,2,15000,30000,경기,배송완료
NV-260220-0001,2026-02-20,11:00,네이버,액세서리,액세서리 3종세트,RWA-SET1,1,78000,78000,서울,배송완료
SG-260220-0001,2026-02-20,14:20,SSG,수전금구,세면수전 CANYON,RWF-CAN310,1,280000,280000,서울,배송완료
RM-260221-0001,2026-02-21,09:55,공식몰,수전금구,NeoTemp 수전 HOME,RWF-NT-HOME,1,350000,350000,경기,배송중
CP-260221-0001,2026-02-21,09:10,쿠팡,수전금구,세면수전 CITY,RWF-CTY110,2,120000,240000,서울,배송완료
CP-260221-0002,2026-02-21,11:40,쿠팡,액세서리,수건걸이,RWA-T120,1,35000,35000,인천,배송완료
NV-260221-0001,2026-02-21,13:55,네이버,액세서리,액세서리 3종세트,RWA-SET1,2,78000,156000,경기,배송완료
NV-260221-0002,2026-02-21,16:15,네이버,수전금구,세면수전 MOD,RWF-MOD210,1,150000,150000,서울,배송완료
RM-260222-0001,2026-02-22,10:15,공식몰,수전금구,세면수전 CANYON,RWF-CAN310,1,280000,280000,서울,배송완료
RM-260222-0002,2026-02-22,14:30,공식몰,수전금구,NeoTemp 수전 HOME,RWF-NT-HOME,1,350000,350000,서울,배송중
CP-260222-0001,2026-02-22,08:55,쿠팡,수전금구,세면수전 CITY,RWF-CTY110,1,120000,120000,경기,배송완료
CP-260222-0002,2026-02-22,12:20,쿠팡,부자재,앵글밸브,RWP-AV20,3,8000,24000,경기,배송완료
NV-260222-0001,2026-02-22,10:50,네이버,액세서리,액세서리 3종세트,RWA-SET1,1,78000,78000,서울,배송완료
SG-260222-0001,2026-02-22,13:10,SSG,수전금구,NeoTemp 수전 HOME,RWF-NT-HOME,1,350000,350000,경기,배송완료
RM-260223-0001,2026-02-23,09:30,공식몰,수전금구,NeoTemp 수전 HOME,RWF-NT-HOME,2,350000,700000,서울,배송중
CP-260223-0001,2026-02-23,10:05,쿠팡,수전금구,세면수전 CITY,RWF-CTY110,2,120000,240000,경기,배송완료
CP-260223-0002,2026-02-23,13:30,쿠팡,주방수전,주방수전 MOD,RWF-KT200,1,160000,160000,서울,배송완료
NV-260223-0001,2026-02-23,11:45,네이버,액세서리,액세서리 3종세트,RWA-SET1,2,78000,156000,경기,배송완료
NV-260223-0002,2026-02-23,15:00,네이버,부자재,샤워호스,RWP-HOS30,2,12000,24000,인천,배송완료
RM-260224-0001,2026-02-24,10:40,공식몰,수전금구,세면수전 DIVE,RWF-DIV220,1,200000,200000,서울,배송중
RM-260224-0002,2026-02-24,14:10,공식몰,액세서리,거울,RWA-M200,2,85000,170000,경기,배송중
CP-260224-0001,2026-02-24,09:15,쿠팡,수전금구,세면수전 CITY,RWF-CTY110,1,120000,120000,경기,배송중
CP-260224-0002,2026-02-24,11:50,쿠팡,부자재,트랩,RWP-TR10,2,15000,30000,경기,배송중
NV-260224-0001,2026-02-24,13:20,네이버,액세서리,액세서리 3종세트,RWA-SET1,1,78000,78000,서울,배송완료
SG-260224-0001,2026-02-24,12:45,SSG,수전금구,세면수전 CANYON,RWF-CAN310,1,280000,280000,서울,배송중
RM-260225-0001,2026-02-25,09:20,공식몰,수전금구,NeoTemp 수전 HOME,RWF-NT-HOME,2,350000,700000,경기,배송중
RM-260225-0002,2026-02-25,13:30,공식몰,수전금구,세면수전 CITY,RWF-CTY110,1,120000,120000,서울,교환완료
CP-260225-0001,2026-02-25,08:45,쿠팡,수전금구,세면수전 CITY,RWF-CTY110,2,120000,240000,서울,배송완료
CP-260225-0002,2026-02-25,11:00,쿠팡,부자재,앵글밸브,RWP-AV20,2,8000,16000,서울,배송완료
NV-260225-0001,2026-02-25,10:30,네이버,액세서리,액세서리 3종세트,RWA-SET1,2,78000,156000,경기,배송완료
NV-260225-0002,2026-02-25,14:55,네이버,수전금구,세면수전 MOD,RWF-MOD210,1,150000,150000,충청,배송완료
RM-260226-0001,2026-02-26,10:05,공식몰,수전금구,NeoTemp 수전 HOME,RWF-NT-HOME,1,350000,350000,서울,주문취소
CP-260226-0001,2026-02-26,09:30,쿠팡,수전금구,세면수전 CITY,RWF-CTY110,3,120000,360000,경기,배송완료
CP-260226-0002,2026-02-26,12:40,쿠팡,주방수전,주방수전 MOD,RWF-KT200,1,160000,160000,서울,배송완료
NV-260226-0001,2026-02-26,11:15,네이버,액세서리,액세서리 3종세트,RWA-SET1,1,78000,78000,서울,배송완료
NV-260226-0002,2026-02-26,16:20,네이버,부자재,샤워호스,RWP-HOS30,2,12000,24000,경기,배송완료
SG-260226-0001,2026-02-26,14:00,SSG,수전금구,NeoTemp 수전 HOME,RWF-NT-HOME,1,350000,350000,서울,배송완료
RM-260227-0001,2026-02-27,09:50,공식몰,수전금구,NeoTemp 수전 HOME,RWF-NT-HOME,2,350000,700000,경기,배송중
RM-260227-0002,2026-02-27,13:20,공식몰,수전금구,세면수전 CANYON,RWF-CAN310,1,280000,280000,서울,배송중
CP-260227-0001,2026-02-27,08:20,쿠팡,수전금구,세면수전 CITY,RWF-CTY110,2,120000,240000,인천,배송완료
CP-260227-0002,2026-02-27,10:35,쿠팡,부자재,트랩,RWP-TR10,3,15000,45000,경기,배송완료
NV-260227-0001,2026-02-27,11:40,네이버,액세서리,액세서리 3종세트,RWA-SET1,2,78000,156000,경기,배송중
NV-260227-0002,2026-02-27,15:10,네이버,수전금구,샤워수전 CITY,RWF-SH100,1,180000,180000,서울,배송완료
RM-260228-0001,2026-02-28,10:30,공식몰,수전금구,NeoTemp 수전 HOME,RWF-NT-HOME,2,350000,700000,서울,배송중
RM-260228-0002,2026-02-28,14:00,공식몰,위생도기/비데,비데 감지식 일반,RWB-100,1,350000,350000,경기,배송중
CP-260228-0001,2026-02-28,09:00,쿠팡,수전금구,세면수전 CITY,RWF-CTY110,3,120000,360000,서울,배송중
CP-260228-0002,2026-02-28,11:25,쿠팡,액세서리,비누받침,RWA-S080,2,25000,50000,경기,배송완료
NV-260228-0001,2026-02-28,10:15,네이버,액세서리,액세서리 3종세트,RWA-SET1,2,78000,156000,서울,배송중
NV-260228-0002,2026-02-28,13:50,네이버,수전금구,세면수전 MOD,RWF-MOD210,1,150000,150000,경기,배송중
SG-260228-0001,2026-02-28,12:30,SSG,수전금구,세면수전 CANYON,RWF-CAN310,1,280000,280000,서울,배송중
SG-260228-0002,2026-02-28,15:00,SSG,수전금구,NeoTemp 수전 HOME,RWF-NT-HOME,1,350000,350000,경기,배송중
